drug_1,drug_2,label
DB00232,DB09091,1
DB00310,DB01222,1
DB00841,DB00887,1
DB00310,DB08906,1
DB01325,DB08906,1
DB00695,DB01064,1
DB01021,DB04846,1
DB00741,DB01021,1
DB00273,DB01325,1
DB00938,DB00999,1
DB00668,DB00999,1
DB00774,DB02187,1
DB00180,DB00774,1
DB00774,DB01288,1
DB00841,DB00880,1
DB00880,DB05039,1
DB00764,DB00808,1
DB00397,DB00436,1
DB00887,DB05039,1
DB00668,DB01325,1
DB00232,DB05039,1
DB00887,DB08906,1
DB00591,DB00903,1
DB00524,DB01234,1
DB00880,DB08906,1
DB00591,DB00887,1
DB00808,DB00860,1
DB00547,DB05039,1
DB00903,DB05039,1
DB01291,DB01325,1
DB00449,DB00999,1
DB01021,DB09091,1
DB00273,DB00903,1
DB00903,DB01708,1
DB00180,DB00232,1
DB00903,DB01222,1
DB01021,DB01708,1
DB00635,DB00808,1
DB00841,DB01021,1
DB00310,DB00620,1
DB00310,DB00741,1
DB00887,DB01291,1
DB00310,DB00871,1
DB00449,DB01325,1
DB00288,DB01325,1
DB00903,DB01001,1
DB00983,DB01325,1
DB00764,DB00887,1
DB00887,DB00983,1
DB00880,DB00983,1
DB00397,DB00524,1
DB00273,DB00887,1
DB00547,DB01021,1
DB00668,DB00695,1
DB00808,DB01047,1
DB00591,DB00880,1
DB00808,DB04574,1
DB00588,DB00887,1
DB00999,DB01102,1
DB01021,DB02187,1
DB00232,DB01102,1
DB00695,DB00860,1
DB00524,DB00588,1
DB00588,DB00695,1
DB00288,DB05039,1
DB00397,DB01021,1
DB00273,DB00695,1
DB00880,DB01234,1
DB00999,DB01407,1
DB00449,DB01021,1
DB00887,DB01234,1
DB00324,DB00887,1
DB00443,DB01021,1
DB00903,DB01291,1
DB00524,DB00938,1
DB00221,DB00880,1
DB00232,DB00655,1
DB00887,DB01708,1
DB00324,DB00880,1
DB00880,DB01708,1
DB00695,DB01274,1
DB00310,DB09091,1
DB01021,DB01274,1
DB00288,DB00436,1
DB00324,DB01021,1
DB00436,DB01102,1
DB00232,DB01234,1
DB00436,DB00449,1
DB00324,DB00903,1
DB00397,DB00880,1
DB00764,DB05039,1
DB00232,DB00588,1
DB00232,DB00288,1
DB00397,DB00887,1
DB00524,DB00620,1
DB00310,DB06262,1
DB00436,DB00655,1
DB00880,DB01001,1
DB00232,DB01274,1
DB00635,DB00695,1
DB00887,DB01001,1
DB00232,DB00687,1
DB00524,DB01047,1
DB00860,DB05039,1
DB00443,DB01325,1
DB00524,DB06262,1
DB00591,DB00999,1
DB00524,DB00741,1
DB00887,DB01064,1
DB00232,DB02187,1
DB01064,DB01325,1
DB00880,DB01064,1
DB00524,DB01013,1
DB01325,DB02187,1
DB00443,DB00524,1
DB01102,DB01325,1
DB00310,DB01407,1
DB00903,DB04846,1
DB00871,DB00999,1
DB00180,DB00436,1
DB00524,DB01288,1
DB00687,DB00880,1
DB00687,DB00887,1
DB00999,DB01274,1
DB00880,DB04846,1
DB00232,DB00273,1
DB00232,DB00846,1
DB00887,DB04846,1
DB00310,DB00860,1
DB00449,DB00808,1
DB00774,DB01064,1
DB00808,DB01064,1
DB00903,DB01102,1
DB01021,DB05039,1
DB00436,DB00764,1
DB00436,DB00959,1
DB01021,DB01102,1
DB00524,DB00871,1
DB00655,DB00903,1
DB00635,DB00999,1
DB00808,DB01288,1
DB00232,DB00547,1
DB00880,DB09091,1
DB00774,DB00871,1
DB00695,DB04574,1
DB00635,DB01021,1
DB00180,DB00695,1
DB00310,DB01234,1
DB00232,DB01291,1
DB00655,DB00774,1
DB00547,DB00999,1
DB00764,DB01325,1
DB00695,DB04846,1
DB00655,DB00695,1
DB00232,DB01288,1
DB00903,DB01274,1
DB00999,DB01222,1
DB00524,DB00635,1
DB00695,DB01102,1
DB00887,DB09091,1
DB00370,DB00388,1
DB00543,DB00723,1
DB00321,DB00388,1
DB00344,DB01365,1
DB00211,DB00543,1
DB01242,DB01365,1
DB00388,DB09167,1
DB00211,DB00458,1
DB00723,DB01142,1
DB00211,DB00344,1
DB00540,DB01365,1
DB00370,DB00723,1
DB00388,DB00540,1
DB00723,DB01242,1
DB01142,DB01365,1
DB00211,DB01242,1
DB00211,DB01142,1
DB00370,DB01365,1
DB00388,DB01151,1
DB00458,DB00723,1
DB00211,DB00370,1
DB00726,DB01365,1
DB00388,DB01242,1
DB00543,DB01365,1
DB00211,DB00540,1
DB00211,DB00726,1
DB00344,DB00723,1
DB00388,DB00458,1
DB00321,DB00723,1
DB00723,DB00726,1
DB00540,DB00723,1
DB00723,DB01151,1
DB00344,DB00388,1
DB01365,DB09167,1
DB00321,DB01365,1
DB00211,DB00321,1
DB00388,DB00543,1
DB01151,DB01365,1
DB00211,DB01151,1
DB00211,DB09167,1
DB00723,DB09167,1
DB00388,DB00726,1
DB00388,DB01142,1
DB00458,DB01365,1
DB00964,DB04896,1
DB00841,DB06700,1
DB00285,DB00575,1
DB00486,DB09300,1
DB00476,DB00723,1
DB00285,DB00871,1
DB00476,DB00871,1
DB00486,DB00668,1
DB00245,DB00470,1
DB00289,DB01291,1
DB06700,DB06711,1
DB00486,DB00496,1
DB00938,DB06700,1
DB01291,DB06700,1
DB00935,DB06700,1
DB00397,DB00486,1
DB00470,DB00804,1
DB00476,DB01274,1
DB04861,DB04896,1
DB00449,DB06700,1
DB00483,DB00486,1
DB01064,DB04896,1
DB00470,DB01337,1
DB00397,DB04896,1
DB00289,DB05039,1
DB00486,DB01199,1
DB00629,DB06700,1
DB00852,DB04896,1
DB04861,DB08918,1
DB00697,DB04896,1
DB01365,DB08918,1
DB01364,DB08918,1
DB00668,DB08918,1
DB00476,DB01064,1
DB00486,DB00865,1
DB00486,DB01365,1
DB00486,DB01364,1
DB00449,DB08918,1
DB00470,DB00988,1
DB00486,DB01064,1
DB00470,DB01365,1
DB00486,DB00598,1
DB00470,DB01591,1
DB00476,DB06262,1
DB01407,DB08918,1
DB01364,DB04896,1
DB01365,DB04896,1
DB00968,DB08918,1
DB00289,DB06262,1
DB00486,DB01407,1
DB00285,DB00484,1
DB00964,DB08918,1
DB00376,DB00486,1
DB00285,DB01288,1
DB00392,DB00486,1
DB01018,DB06700,1
DB00871,DB06700,1
DB01407,DB06700,1
DB00470,DB00908,1
DB00486,DB01591,1
DB00368,DB08918,1
DB00376,DB00470,1
DB04896,DB06711,1
DB00368,DB00486,1
DB01102,DB08918,1
DB01102,DB04896,1
DB01064,DB08918,1
DB00332,DB00486,1
DB00182,DB00470,1
DB00470,DB00940,1
DB00575,DB06700,1
DB00211,DB08918,1
DB00182,DB00486,1
DB00285,DB00964,1
DB00629,DB08918,1
DB00285,DB00968,1
DB00486,DB00809,1
DB00289,DB01102,1
DB00470,DB09300,1
DB00285,DB01064,1
DB00486,DB01337,1
DB00470,DB00841,1
DB00486,DB00988,1
DB00751,DB06700,1
DB01274,DB06700,1
DB00397,DB00476,1
DB01291,DB08918,1
DB00484,DB08918,1
DB00221,DB00285,1
DB00424,DB00470,1
DB00340,DB00486,1
DB00470,DB09076,1
DB00470,DB00935,1
DB00470,DB00830,1
DB00723,DB06700,1
DB00221,DB00289,1
DB00285,DB01364,1
DB00285,DB01365,1
DB00285,DB01407,1
DB00289,DB00983,1
DB00285,DB01001,1
DB00221,DB00476,1
DB00388,DB00486,1
DB00285,DB00388,1
DB00476,DB01364,1
DB00476,DB01365,1
DB00968,DB06700,1
DB00470,DB01409,1
DB00871,DB08918,1
DB00285,DB06711,1
DB00476,DB01102,1
DB00470,DB00517,1
DB06711,DB08918,1
DB00388,DB06700,1
DB00484,DB04896,1
DB00221,DB06700,1
DB00486,DB00517,1
DB06262,DB08918,1
DB01288,DB04896,1
DB00285,DB00723,1
DB00368,DB06700,1
DB00289,DB01274,1
DB00938,DB08918,1
DB01274,DB08918,1
DB00470,DB00871,1
DB00486,DB00871,1
DB00470,DB04846,1
DB00285,DB00852,1
DB00285,DB01102,1
DB00424,DB00486,1
DB00633,DB04896,1
DB00470,DB01288,1
DB00486,DB01577,1
DB00285,DB01291,1
DB00191,DB00470,1
DB00470,DB00723,1
DB00476,DB01288,1
DB00486,DB01036,1
DB01064,DB06700,1
DB00486,DB00670,1
DB00476,DB00852,1
DB00449,DB04896,1
DB00697,DB06700,1
DB00221,DB08918,1
DB00633,DB08918,1
DB00968,DB04896,1
DB01001,DB04896,1
DB00486,DB00830,1
DB00285,DB01274,1
DB01288,DB08918,1
DB00211,DB06700,1
DB01364,DB06700,1
DB01365,DB06700,1
DB00392,DB00470,1
DB00486,DB01090,1
DB00486,DB09076,1
DB06262,DB06700,1
DB00387,DB00470,1
DB00462,DB00486,1
DB00462,DB00470,1
DB00397,DB08918,1
DB01102,DB06700,1
DB00983,DB04896,1
DB00668,DB04896,1
DB00476,DB00629,1
DB00470,DB00986,1
DB00388,DB00470,1
DB00486,DB00810,1
DB00470,DB01036,1
DB00289,DB00449,1
DB01018,DB08918,1
DB01407,DB04896,1
DB00285,DB00397,1
DB00211,DB00476,1
DB00368,DB00470,1
DB00245,DB00486,1
DB04861,DB06700,1
DB00841,DB08918,1
DB00289,DB01001,1
DB00470,DB01338,1
DB00470,DB00670,1
DB00449,DB00476,1
DB00575,DB04896,1
DB00486,DB00657,1
DB00397,DB06700,1
DB00486,DB01338,1
DB00368,DB00476,1
DB00470,DB01062,1
DB00470,DB01193,1
DB00938,DB04896,1
DB00285,DB00633,1
DB01291,DB04896,1
DB00935,DB04896,1
DB00285,DB00983,1
DB00340,DB00470,1
DB00476,DB01001,1
DB00486,DB00841,1
DB00470,DB00865,1
DB00332,DB00470,1
DB00470,DB06702,1
DB00285,DB00935,1
DB00486,DB00908,1
DB00285,DB00841,1
DB00211,DB00470,1
DB00935,DB08918,1
DB00629,DB04896,1
DB00470,DB00810,1
DB00470,DB00598,1
DB00470,DB01064,1
DB00476,DB00983,1
DB00697,DB08918,1
DB00486,DB01193,1
DB00983,DB08918,1
DB00476,DB00668,1
DB00486,DB00723,1
DB00476,DB01291,1
DB00470,DB00572,1
DB00285,DB00449,1
DB00852,DB06700,1
DB00486,DB00979,1
DB00486,DB01409,1
DB00476,DB06711,1
DB00486,DB00986,1
DB00476,DB00841,1
DB01288,DB06700,1
DB00486,DB00935,1
DB00285,DB00368,1
DB00486,DB06702,1
DB00470,DB01364,1
DB00470,DB00979,1
DB01018,DB04896,1
DB00841,DB04896,1
DB00486,DB00804,1
DB00871,DB04896,1
DB00723,DB08918,1
DB00470,DB00668,1
DB00388,DB04896,1
DB00221,DB04896,1
DB00852,DB08918,1
DB00470,DB01199,1
DB00633,DB06700,1
DB00470,DB00809,1
DB00285,DB00668,1
DB00486,DB04846,1
DB00285,DB01018,1
DB00387,DB00486,1
DB00470,DB01407,1
DB00470,DB00496,1
DB00388,DB08918,1
DB00751,DB04896,1
DB00575,DB08918,1
DB01274,DB04896,1
DB00476,DB00751,1
DB00397,DB00470,1
DB00368,DB04896,1
DB01001,DB08918,1
DB00964,DB06700,1
DB00486,DB00572,1
DB01001,DB06700,1
DB00723,DB04896,1
DB00470,DB01577,1
DB00476,DB00935,1
DB00285,DB06262,1
DB00476,DB00938,1
DB00470,DB08897,1
DB00486,DB00940,1
DB00211,DB00285,1
DB00191,DB00486,1
DB00476,DB01407,1
DB00484,DB06700,1
DB00285,DB00629,1
DB00486,DB01288,1
DB00470,DB00657,1
DB00751,DB08918,1
DB00470,DB01090,1
DB00486,DB01062,1
DB00211,DB00486,1
DB00486,DB00852,1
DB00486,DB08897,1
DB00211,DB04896,1
DB00470,DB00852,1
DB00388,DB00476,1
DB00983,DB06700,1
DB00668,DB06700,1
DB00285,DB00751,1
DB00285,DB00697,1
DB04896,DB06262,1
DB00470,DB00483,1
DB00232,DB00437,1
DB00178,DB00437,1
DB00310,DB00437,1
DB00437,DB00880,1
DB00437,DB00519,1
DB00437,DB01325,1
DB00437,DB01021,1
DB00437,DB00999,1
DB00437,DB00808,1
DB00436,DB00437,1
DB00437,DB00774,1
DB00437,DB00524,1
DB00437,DB01197,1
DB00437,DB00790,1
DB00415,DB00437,1
DB00437,DB00691,1
DB00018,DB00333,1
DB00569,DB01109,1
DB00054,DB00605,1
DB00186,DB00572,1
DB00999,DB01114,1
DB00041,DB00381,1
DB00717,DB06404,1
DB00211,DB00316,1
DB00108,DB01234,1
DB00397,DB00983,1
DB00126,DB00717,1
DB00991,DB01254,1
DB00482,DB06779,1
DB00046,DB00957,1
DB00623,DB09076,1
DB00195,DB00237,1
DB00054,DB01395,1
DB00232,DB00237,1
DB00031,DB06779,1
DB00208,DB06271,1
DB00688,DB08795,1
DB00069,DB00495,1
DB00374,DB00700,1
DB00078,DB00605,1
DB00830,DB01274,1
DB00177,DB01109,1
DB00368,DB01274,1
DB00503,DB00938,1
DB00554,DB03619,1
DB00559,DB09071,1
DB01247,DB09272,1
DB00035,DB00741,1
DB00046,DB01200,1
DB00623,DB00989,1
DB01175,DB06271,1
DB00046,DB09128,1
DB00677,DB01049,1
DB06203,DB06719,1
DB00635,DB00956,1
DB00072,DB00515,1
DB01104,DB04272,1
DB00237,DB01427,1
DB00761,DB00950,1
DB00557,DB00761,1
DB00335,DB01354,1
DB00029,DB09068,1
DB00366,DB00761,1
DB01278,DB01409,1
DB00215,DB00686,1
DB00761,DB01403,1
DB01001,DB01365,1
DB00697,DB01241,1
DB00475,DB09272,1
DB00304,DB06271,1
DB00674,DB01063,1
DB00387,DB01403,1
DB00041,DB00177,1
DB00321,DB01067,1
DB00091,DB01353,1
DB01238,DB08816,1
DB00081,DB00861,1
DB00086,DB01175,1
DB00073,DB01656,1
DB00841,DB01223,1
DB00054,DB01296,1
DB00112,DB00363,1
DB00893,DB01165,1
DB01220,DB05812,1
DB00387,DB00543,1
DB00717,DB04908,1
DB00762,DB06589,1
DB00307,DB08815,1
DB00707,DB00755,1
DB00374,DB06779,1
DB00086,DB00472,1
DB00604,DB00677,1
DB00078,DB06779,1
DB00321,DB00784,1
DB00289,DB01579,1
DB00241,DB00871,1
DB00031,DB00715,1
DB00201,DB00723,1
DB00081,DB08918,1
DB00723,DB01576,1
DB00601,DB00938,1
DB00211,DB01223,1
DB00013,DB00758,1
DB00476,DB04899,1
DB00273,DB01144,1
DB00983,DB00988,1
DB00040,DB01100,1
DB01288,DB01620,1
DB00030,DB01238,1
DB00035,DB00682,1
DB00972,DB09300,1
DB00054,DB00367,1
DB00159,DB00784,1
DB00452,DB00493,1
DB00022,DB00317,1
DB00316,DB01407,1
DB00333,DB01559,1
DB01075,DB08897,1
DB00046,DB00887,1
DB00472,DB00974,1
DB00682,DB01225,1
DB01001,DB06711,1
DB00030,DB00396,1
DB00108,DB00544,1
DB00273,DB00393,1
DB00277,DB00841,1
DB00047,DB01395,1
DB00586,DB01225,1
DB01356,DB01579,1
DB00626,DB00994,1
DB00307,DB00425,1
DB00252,DB01579,1
DB00112,DB01204,1
DB00668,DB06706,1
DB00031,DB00215,1
DB00762,DB04868,1
DB01579,DB06144,1
DB00086,DB01600,1
DB00108,DB00928,1
DB00569,DB06700,1
DB00737,DB01021,1
DB00054,DB01109,1
DB00991,DB01207,1
DB00465,DB01225,1
DB00201,DB00465,1
DB00304,DB00374,1
DB01247,DB01409,1
DB00163,DB00465,1
DB00211,DB06714,1
DB00201,DB00774,1
DB00163,DB06700,1
DB00031,DB01050,1
DB00040,DB00334,1
DB03619,DB04896,1
DB00182,DB01223,1
DB00328,DB01207,1
DB00121,DB00266,1
DB01579,DB01618,1
DB00503,DB00603,1
DB00241,DB00661,1
DB00072,DB04868,1
DB01024,DB01165,1
DB01207,DB06692,1
DB00009,DB00573,1
DB00159,DB00977,1
DB00218,DB00364,1
DB01207,DB08813,1
DB01106,DB06148,1
DB00031,DB00054,1
DB00081,DB06779,1
DB00688,DB01053,1
DB00759,DB08795,1
DB00715,DB01225,1
DB00072,DB00108,1
DB00009,DB01399,1
DB00334,DB01278,1
DB00537,DB04908,1
DB01176,DB06148,1
DB00814,DB01296,1
DB00041,DB01013,1
DB00387,DB00408,1
DB00381,DB00956,1
DB00820,DB00887,1
DB00041,DB01136,1
DB00187,DB00862,1
DB00304,DB08813,1
DB00661,DB01177,1
DB00277,DB00801,1
DB00078,DB00500,1
DB01106,DB01409,1
DB00022,DB00289,1
DB00013,DB00328,1
DB00104,DB00780,1
DB00046,DB00959,1
DB00819,DB00909,1
DB01109,DB04272,1
DB00046,DB08907,1
DB01109,DB01395,1
DB00182,DB01579,1
DB00009,DB00788,1
DB00159,DB04272,1
DB00086,DB00233,1
DB00041,DB01115,1
DB00887,DB01353,1
DB00072,DB01177,1
DB00047,DB08912,1
DB00384,DB00761,1
DB00046,DB00199,1
DB00582,DB01049,1
DB00072,DB00073,1
DB00607,DB00994,1
DB01049,DB04842,1
DB00013,DB00991,1
DB00734,DB00843,1
DB00449,DB00692,1
DB00603,DB01109,1
DB00078,DB00374,1
DB00031,DB00208,1
DB00364,DB00759,1
DB00277,DB00388,1
DB00054,DB00715,1
DB00465,DB03619,1
DB00254,DB01354,1
DB00321,DB00749,1
DB00374,DB11133,1
DB00078,DB00569,1
DB04574,DB06777,1
DB00041,DB00700,1
DB00397,DB05039,1
DB00957,DB00974,1
DB00086,DB00605,1
DB00047,DB06719,1
DB00994,DB01415,1
DB00900,DB01165,1
DB00332,DB01577,1
DB00983,DB06706,1
DB00105,DB01265,1
DB00108,DB01222,1
DB00843,DB06144,1
DB00031,DB06700,1
DB00280,DB00387,1
DB01087,DB09071,1
DB00159,DB00620,1
DB00009,DB01240,1
DB00009,DB06779,1
DB00046,DB04946,1
DB00831,DB01021,1
DB00307,DB00759,1
DB00182,DB00945,1
DB00031,DB00975,1
DB00030,DB06663,1
DB00806,DB01600,1
DB00280,DB09272,1
DB00030,DB01037,1
DB00072,DB01281,1
DB00950,DB01409,1
DB00112,DB00997,1
DB00022,DB01621,1
DB00086,DB00814,1
DB00334,DB01021,1
DB00041,DB00521,1
DB00030,DB01403,1
DB00040,DB01247,1
DB00072,DB01024,1
DB00949,DB01354,1
DB01049,DB01063,1
DB00285,DB00500,1
DB00938,DB01001,1
DB00482,DB01225,1
DB00321,DB01009,1
DB00328,DB01296,1
DB00197,DB01120,1
DB00691,DB01353,1
DB01021,DB01106,1
DB09068,DB11133,1
DB00436,DB01114,1
DB00752,DB06711,1
DB00176,DB06779,1
DB01064,DB01291,1
DB00603,DB00956,1
DB00822,DB01236,1
DB00237,DB00598,1
DB00072,DB00860,1
DB00715,DB01296,1
DB06822,DB09211,1
DB00687,DB01395,1
DB01203,DB01353,1
DB00446,DB01354,1
DB00252,DB01594,1
DB00601,DB06711,1
DB00163,DB01050,1
DB00022,DB01624,1
DB00717,DB01024,1
DB00201,DB01244,1
DB00346,DB00780,1
DB00790,DB01354,1
DB00040,DB01151,1
DB00715,DB09211,1
DB00742,DB00820,1
DB00500,DB00806,1
DB00763,DB01238,1
DB00830,DB06714,1
DB00503,DB04835,1
DB00541,DB00752,1
DB00285,DB00374,1
DB00009,DB06700,1
DB00047,DB00717,1
DB00277,DB00957,1
DB00758,DB01225,1
DB00622,DB01337,1
DB00187,DB00820,1
DB00715,DB00784,1
DB00046,DB00310,1
DB00470,DB01247,1
DB00397,DB06701,1
DB01242,DB08897,1
DB00009,DB00215,1
DB00422,DB00983,1
DB00712,DB00715,1
DB00935,DB01579,1
DB00046,DB08912,1
DB00737,DB00895,1
DB05271,DB09300,1
DB00233,DB06779,1
DB00820,DB00903,1
DB01193,DB01353,1
DB00938,DB01291,1
DB01225,DB01254,1
DB00159,DB00328,1
DB00013,DB00586,1
DB00040,DB00344,1
DB01223,DB08811,1
DB00715,DB11133,1
DB00041,DB00316,1
DB00035,DB00420,1
DB00603,DB06779,1
DB00397,DB00745,1
DB00041,DB00968,1
DB00834,DB01285,1
DB00047,DB01277,1
DB00081,DB00285,1
DB00030,DB01124,1
DB00594,DB01156,1
DB00761,DB01176,1
DB01151,DB09272,1
DB00041,DB00178,1
DB00041,DB00457,1
DB01242,DB01278,1
DB00040,DB00972,1
DB01407,DB06706,1
DB00237,DB00489,1
DB00387,DB00434,1
DB00503,DB00762,1
DB00823,DB00974,1
DB00606,DB00945,1
DB00035,DB09068,1
DB00440,DB06335,1
DB00031,DB08816,1
DB00686,DB06271,1
DB01100,DB01128,1
DB01278,DB09076,1
DB00887,DB01392,1
DB00040,DB00752,1
DB00457,DB00988,1
DB00407,DB00519,1
DB00159,DB00860,1
DB00022,DB01149,1
DB01274,DB01577,1
DB00081,DB00712,1
DB00468,DB01162,1
DB00470,DB01148,1
DB00622,DB01354,1
DB00727,DB01049,1
DB00606,DB01114,1
DB00022,DB00041,1
DB00814,DB01225,1
DB01185,DB06404,1
DB00073,DB09242,1
DB00476,DB04272,1
DB00018,DB00495,1
DB00707,DB01137,1
DB00081,DB00374,1
DB00030,DB00472,1
DB00804,DB01278,1
DB00031,DB06822,1
DB00046,DB04839,1
DB00266,DB00994,1
DB00197,DB00440,1
DB00241,DB00841,1
DB00503,DB09166,1
DB00201,DB04272,1
DB00595,DB00755,1
DB00078,DB00758,1
DB00364,DB01436,1
DB00120,DB00262,1
DB00030,DB08907,1
DB00470,DB00561,1
DB00974,DB04574,1
DB00745,DB00865,1
DB00201,DB00819,1
DB00933,DB00989,1
DB00029,DB06779,1
DB00398,DB02659,1
DB00041,DB00384,1
DB00277,DB00307,1
DB00215,DB04272,1
DB00332,DB01176,1
DB00806,DB09068,1
DB00925,DB00996,1
DB00201,DB01021,1
DB00073,DB00206,1
DB01114,DB09076,1
DB00022,DB00734,1
DB00387,DB01176,1
DB00477,DB00989,1
DB00040,DB00682,1
DB00823,DB06404,1
DB00031,DB00784,1
DB00041,DB00571,1
DB00054,DB00163,1
DB00332,DB00623,1
DB01277,DB06335,1
DB00201,DB00374,1
DB00041,DB01354,1
DB00307,DB00641,1
DB00871,DB01274,1
DB01242,DB01354,1
DB00768,DB00895,1
DB04908,DB06616,1
DB00472,DB01207,1
DB01381,DB01399,1
DB00489,DB01354,1
DB00081,DB00476,1
DB00459,DB00717,1
DB00013,DB00261,1
DB01064,DB05039,1
DB00073,DB00622,1
DB00476,DB00974,1
DB00555,DB00925,1
DB00364,DB00595,1
DB00651,DB00668,1
DB00384,DB08813,1
DB00919,DB01415,1
DB00237,DB00401,1
DB00078,DB00465,1
DB01142,DB01409,1
DB00316,DB00321,1
DB00573,DB01207,1
DB00073,DB01162,1
DB00368,DB01291,1
DB00598,DB01579,1
DB00159,DB00569,1
DB00159,DB00573,1
DB00252,DB01285,1
DB00046,DB00945,1
DB00078,DB01656,1
DB00332,DB01193,1
DB00535,DB01032,1
DB00850,DB09076,1
DB00191,DB00588,1
DB00072,DB00098,1
DB00054,DB00328,1
DB00035,DB01234,1
DB01288,DB06701,1
DB00519,DB01354,1
DB00893,DB00968,1
DB00204,DB01076,1
DB01600,DB06271,1
DB00651,DB01559,1
DB00031,DB00861,1
DB00266,DB00535,1
DB00188,DB00304,1
DB00294,DB01353,1
DB00030,DB00864,1
DB00176,DB03619,1
DB00603,DB01353,1
DB00015,DB08918,1
DB01586,DB04574,1
DB00332,DB00983,1
DB00046,DB00864,1
DB00321,DB00465,1
DB00159,DB01234,1
DB00449,DB01288,1
DB00661,DB00806,1
DB00569,DB06779,1
DB00013,DB00945,1
DB00537,DB00900,1
DB00470,DB06706,1
DB00950,DB06148,1
DB00477,DB01278,1
DB00022,DB01069,1
DB00367,DB06271,1
DB00788,DB01254,1
DB00485,DB00759,1
DB00307,DB01100,1
DB00790,DB01015,1
DB00046,DB01119,1
DB00047,DB01268,1
DB00187,DB00468,1
DB00073,DB00864,1
DB00030,DB06412,1
DB00422,DB00830,1
DB00726,DB09076,1
DB00739,DB00798,1
DB00237,DB00254,1
DB00422,DB00700,1
DB00768,DB09076,1
DB00368,DB01620,1
DB00073,DB01193,1
DB00407,DB00796,1
DB00374,DB09079,1
DB00408,DB01003,1
DB00692,DB00996,1
DB00393,DB01337,1
DB00588,DB01365,1
DB00332,DB01171,1
DB00040,DB01624,1
DB00366,DB06148,1
DB00500,DB01109,1
DB01277,DB08907,1
DB00989,DB04842,1
DB00040,DB01591,1
DB00041,DB01203,1
DB00047,DB01406,1
DB00519,DB06692,1
DB00047,DB00199,1
DB00279,DB09068,1
DB00041,DB00790,1
DB00393,DB01132,1
DB00723,DB06711,1
DB00332,DB00950,1
DB00983,DB01291,1
DB00197,DB01067,1
DB00346,DB00752,1
DB01021,DB01436,1
DB00040,DB00734,1
DB00202,DB00994,1
DB01115,DB01119,1
DB00875,DB01021,1
DB00047,DB06663,1
DB00210,DB00707,1
DB00182,DB00909,1
DB00950,DB09076,1
DB00871,DB01620,1
DB00285,DB00573,1
DB00753,DB00822,1
DB00387,DB01224,1
DB03619,DB06700,1
DB00237,DB01214,1
DB00030,DB00104,1
DB01064,DB01576,1
DB00159,DB00586,1
DB00108,DB00688,1
DB00054,DB00078,1
DB01275,DB01353,1
DB00470,DB01576,1
DB00619,DB01073,1
DB01064,DB01274,1
DB00880,DB01354,1
DB00030,DB00491,1
DB01142,DB09272,1
DB00015,DB01009,1
DB00806,DB08813,1
DB00739,DB01024,1
DB00598,DB01353,1
DB01407,DB05039,1
DB00476,DB01207,1
DB00841,DB06706,1
DB00843,DB01624,1
DB00749,DB01225,1
DB01014,DB06822,1
DB00159,DB01242,1
DB01148,DB08897,1
DB00370,DB00968,1
DB00008,DB00363,1
DB00047,DB06335,1
DB00673,DB01285,1
DB00175,DB01238,1
DB00072,DB01248,1
DB00813,DB01364,1
DB00041,DB00734,1
DB00537,DB00707,1
DB00334,DB00843,1
DB00047,DB00903,1
DB01259,DB08827,1
DB00201,DB06213,1
DB00030,DB00741,1
DB00830,DB01223,1
DB00321,DB01278,1
DB00029,DB00605,1
DB00768,DB01409,1
DB00875,DB01278,1
DB00393,DB08815,1
DB00363,DB08811,1
DB00367,DB01353,1
DB00041,DB01029,1
DB00328,DB11133,1
DB00588,DB01064,1
DB00029,DB00715,1
DB00241,DB00622,1
DB01403,DB01579,1
DB00211,DB06701,1
DB00742,DB01354,1
DB00014,DB00107,1
DB01032,DB01165,1
DB01223,DB01288,1
DB00813,DB06711,1
DB00046,DB00695,1
DB00159,DB01050,1
DB00030,DB00233,1
DB00368,DB06714,1
DB00031,DB06692,1
DB01193,DB06701,1
DB00081,DB01109,1
DB00979,DB01278,1
DB00237,DB00742,1
DB01176,DB09272,1
DB00015,DB01175,1
DB00745,DB06711,1
DB00700,DB08813,1
DB00086,DB00215,1
DB00945,DB01277,1
DB00388,DB00907,1
DB00396,DB06822,1
DB00078,DB00749,1
DB00047,DB01169,1
DB00074,DB01097,1
DB00887,DB01114,1
DB00310,DB01353,1
DB00623,DB00843,1
DB00588,DB06711,1
DB00015,DB00233,1
DB00081,DB00261,1
DB00163,DB00861,1
DB00316,DB06711,1
DB00537,DB00806,1
DB00523,DB00834,1
DB00682,DB01381,1
DB00081,DB01104,1
DB00323,DB00368,1
DB00374,DB00603,1
DB00661,DB08889,1
DB00956,DB01132,1
DB00794,DB04899,1
DB00780,DB06714,1
DB01054,DB01337,1
DB00073,DB00691,1
DB00081,DB00108,1
DB01274,DB06711,1
DB00872,DB04839,1
DB00108,DB08910,1
DB01392,DB04920,1
DB00015,DB00814,1
DB00013,DB01397,1
DB00374,DB01115,1
DB00651,DB01577,1
DB00321,DB01120,1
DB00794,DB08916,1
DB00009,DB00682,1
DB00476,DB06779,1
DB01193,DB06714,1
DB00679,DB01278,1
DB00588,DB00983,1
DB00938,DB06711,1
DB01049,DB01623,1
DB00177,DB01354,1
DB00277,DB00397,1
DB00346,DB00887,1
DB00030,DB01120,1
DB01285,DB08882,1
DB00029,DB06700,1
DB06779,DB09068,1
DB00876,DB01353,1
